"Date","Price","Open","High","Low","Vol.","Change %"
"05/13/2021","1,501.40","1,508.00","1,512.20","1,507.90","0.03K","-0.01%"
"05/12/2021","1,501.50","1,512.20","1,512.20","1,507.95","0.02K","0.00%"
"05/11/2021","1,501.45","1,508.00","1,512.20","1,507.95","0.04K","0.00%"
"05/10/2021","1,501.50","1,508.05","1,512.20","1,507.74","0.02K","0.00%"
"05/07/2021","1,501.55","1,512.20","1,512.20","1,507.74","0.04K","0.00%"
"05/06/2021","1,501.50","1,512.20","1,512.20","1,508.00","0.03K","-0.07%"
"05/05/2021","1,502.50","1,512.20","1,512.20","1,507.00","0.03K","-0.21%"
"05/04/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"05/03/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"04/30/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.03K","0.01%"
"04/29/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.04K","-0.01%"
"04/28/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.04K","0.01%"
"04/27/2021","1,505.50","1,512.00","1,512.20","1,512.00","0.03K","0.00%"
"04/26/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"04/23/2021","1,505.70","1,512.20","1,512.20","1,512.00","0.01K","0.01%"
"04/22/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"04/21/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"04/20/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"04/19/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.01K","0.01%"
"04/16/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"04/15/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"04/14/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"04/13/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"04/12/2021","1,505.50","1,512.00","1,512.20","1,512.00","0.01K","0.00%"
"04/09/2021","1,505.50","1,512.20","1,514.00","1,512.00","0.02K","-0.13%"
"04/08/2021","1,507.50","1,512.00","1,514.00","1,512.00","0.01K","0.13%"
"04/07/2021","1,505.50","1,512.00","1,512.20","1,512.00","0.01K","0.00%"
"04/06/2021","1,505.50","1,512.00","1,512.20","1,512.00","0.01K","0.00%"
"04/05/2021","1,505.50","1,512.00","1,512.25","1,510.74","0.01K","0.00%"
"04/02/2021","1,505.50","1,512.20","1,512.25","1,510.74","0.02K","-0.01%"
"04/01/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.01K","0.01%"
"03/31/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"03/30/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"03/29/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"03/26/2021","1,505.70","1,512.20","1,512.20","1,512.00","0.01K","0.18%"
"03/25/2021","1,502.99","1,512.20","1,513.50","1,510.74","0.02K","-0.18%"
"03/24/2021","1,505.70","1,512.20","1,512.20","1,512.00","0.02K","0.25%"
"03/23/2021","1,501.99","1,512.20","1,512.40","1,510.24","0.02K","-0.25%"
"03/22/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"03/19/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"03/18/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"03/17/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"03/16/2021","1,505.70","1,512.20","1,512.20","1,512.00","0.01K","0.01%"
"03/15/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"03/12/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"03/11/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"03/10/2021","1,505.70","1,511.55","1,512.20","1,511.55","0.02K","0.04%"
"03/09/2021","1,505.05","1,512.00","1,514.00","1,510.27","0.02K","-0.03%"
"03/08/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"03/05/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"03/04/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.03K","-0.01%"
"03/03/2021","1,505.70","1,512.20","1,512.20","1,512.00","0.02K","0.01%"
"03/02/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"03/01/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"02/26/2021","1,505.50","1,512.20","1,512.25","1,510.49","0.02K","-0.01%"
"02/25/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"02/24/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"02/23/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.03K","0.01%"
"02/22/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"02/19/2021","1,505.70","1,512.20","1,512.20","1,512.00","0.02K","0.00%"
"02/18/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.03K","0.01%"
"02/17/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"02/16/2021","1,505.70","1,512.00","1,514.00","1,510.59","0.02K","0.01%"
"02/15/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.01K","-0.01%"
"02/12/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"02/11/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"02/10/2021","1,505.70","1,512.00","1,512.20","1,512.00","0.02K","0.01%"
"02/09/2021","1,505.50","1,512.20","1,512.20","1,512.00","0.02K","-0.01%"
"02/08/2021","1,505.70","1,512.00","1,512.35","1,510.59","0.02K","0.01%"
"02/05/2021","1,505.50","1,512.20","1,517.50","1,510.74","1.65K","-0.01%"
"02/04/2021","1,505.70","1,512.00","1,517.50","1,512.00","0.02K","0.01%"
"02/03/2021","1,505.50","1,512.20","1,517.50","1,512.00","0.02K","-0.01%"
"02/02/2021","1,505.70","1,512.00","1,519.00","1,512.00","0.02K","0.01%"
"02/01/2021","1,505.50","1,512.20","1,519.00","1,512.00","0.02K","-0.01%"
"01/29/2021","1,505.70","1,517.50","1,517.50","1,512.00","0.02K","0.01%"
"01/28/2021","1,505.50","1,512.20","1,517.50","1,511.24","0.02K","-0.01%"
"01/27/2021","1,505.70","1,517.50","1,519.00","1,512.00","0.02K","0.00%"
"01/26/2021","1,505.70","1,512.20","1,517.50","1,510.24","0.02K","0.00%"
"01/25/2021","1,505.70","1,512.00","1,517.50","1,512.00","0.02K","0.01%"
"01/22/2021","1,505.50","1,512.20","1,519.00","1,512.00","0.02K","-0.01%"
"01/21/2021","1,505.70","1,512.20","1,517.50","1,512.00","0.02K","0.00%"
"01/20/2021","1,505.70","1,512.00","1,517.50","1,512.00","0.02K","0.01%"
"01/19/2021","1,505.50","1,512.00","1,517.50","1,512.00","","0.00%"
"01/18/2021","1,505.50","1,512.20","1,517.50","1,512.00","0.01K","-0.01%"
"01/15/2021","1,505.70","1,512.00","1,517.50","1,512.00","0.02K","0.01%"
"01/14/2021","1,505.50","1,512.20","1,519.00","1,512.00","0.02K","-0.01%"
"01/13/2021","1,505.70","1,512.20","1,517.50","1,511.24","0.03K","0.00%"
"01/12/2021","1,505.70","1,512.00","1,518.00","1,511.24","0.02K","0.18%"
"01/11/2021","1,502.99","1,512.20","1,519.00","1,510.74","0.02K","-0.18%"
"01/08/2021","1,505.70","1,512.00","1,519.00","1,510.74","0.02K","0.01%"
"01/07/2021","1,505.50","1,512.20","1,519.00","1,510.74","0.03K","-0.01%"
"01/06/2021","1,505.70","1,512.20","1,517.50","1,512.00","0.01K","0.00%"
"01/05/2021","1,505.70","1,512.00","1,517.50","1,510.74","0.02K","0.01%"
"01/04/2021","1,505.50","1,512.20","1,519.00","1,510.74","0.02K","-0.01%"
"01/01/2021","1,505.70","1,517.50","1,517.50","1,512.20","","0.00%"
"12/31/2020","1,505.70","1,512.00","1,517.50","1,512.00","0.02K","0.01%"
"12/30/2020","1,505.50","1,512.20","1,517.50","1,512.00","0.02K","-0.01%"
"12/29/2020","1,505.70","1,519.00","1,519.00","1,512.00","0.02K","0.01%"
"12/28/2020","1,505.50","1,512.20","1,524.14","1,512.00","0.02K","-0.01%"
"12/25/2020","1,505.70","1,512.20","1,517.50","1,512.20","","0.05%"
"12/24/2020","1,504.98","1,518.00","1,518.00","1,511.74","0.02K","-0.03%"
"12/23/2020","1,505.50","1,512.20","1,517.50","1,512.00","0.02K","-0.01%"
"12/22/2020","1,505.70","1,512.00","1,519.00","1,512.00","0.02K","0.01%"
"12/21/2020","1,505.50","1,512.20","1,517.50","1,510.74","0.02K","-0.01%"
"12/18/2020","1,505.70","1,512.00","1,517.50","1,511.74","0.01K","0.01%"
"12/17/2020","1,505.50","1,512.00","1,519.00","1,512.00","0.02K","0.00%"
"12/16/2020","1,505.50","1,517.50","1,517.50","1,511.24","0.02K","-0.01%"
"12/15/2020","1,505.70","1,512.00","1,517.50","1,510.74","0.02K","0.01%"
"12/14/2020","1,505.50","1,512.00","1,517.50","1,511.24","0.02K","-0.23%"
"12/11/2020","1,509.00","1,512.20","1,519.00","1,511.24","0.02K","0.22%"
"12/10/2020","1,505.70","1,512.00","1,517.50","1,512.00","0.02K","0.01%"
"12/09/2020","1,505.50","1,512.20","1,517.50","1,512.00","0.02K","-0.01%"
"12/08/2020","1,505.70","1,517.50","1,517.50","1,512.00","0.01K","0.01%"
"12/07/2020","1,505.50","1,512.20","1,517.50","1,512.00","0.02K","-0.01%"
"12/04/2020","1,505.70","1,512.00","1,517.50","1,512.00","0.02K","0.11%"
"12/03/2020","1,503.99","1,512.20","1,517.50","1,510.59","0.02K","-0.11%"
"12/02/2020","1,505.70","1,517.50","1,517.50","1,510.59","0.02K","0.01%"
"12/01/2020","1,505.50","1,512.20","1,517.50","1,511.24","0.01K","-0.01%"
"11/30/2020","1,505.70","1,512.00","1,517.50","1,511.24","0.02K","0.01%"
"11/27/2020","1,505.50","1,517.50","1,517.50","1,512.00","0.01K","-0.01%"
"11/26/2020","1,505.70","1,517.50","1,517.50","1,512.00","0.01K","0.01%"
"11/25/2020","1,505.50","1,512.20","1,517.50","1,512.00","0.02K","-0.01%"
"11/24/2020","1,505.70","1,512.00","1,517.50","1,512.00","0.01K","0.01%"
"11/23/2020","1,505.50","1,512.20","1,517.50","1,512.00","0.01K","-0.01%"
"11/20/2020","1,505.70","1,512.20","1,517.50","1,512.00","0.02K","0.00%"
"11/19/2020","1,505.70","1,512.20","1,517.50","1,511.24","0.01K","0.00%"
"11/18/2020","1,505.70","1,512.00","1,517.50","1,510.74","0.03K","0.01%"
"11/17/2020","1,505.50","1,512.20","1,517.50","1,510.74","0.02K","-0.01%"
"11/16/2020","1,505.70","1,512.20","1,519.00","1,512.00","0.01K","0.00%"
"11/13/2020","1,505.70","1,512.00","1,518.00","1,512.00","0.01K","0.18%"
